numeric_area_code,composite_area_code,Local Authority,PM2.5 2012 (total),PM2.5 2012 (non-anthropogenic),PM2.5 2012 (anthropogenic),PM2.5 2013 (total),PM2.5 2013 (non-anthropogenic),PM2.5 2013 (anthropogenic),PM2.5 2014 (total),PM2.5 2014 (non-anthropogenic),PM2.5 2014 (anthropogenic),PM2.5 2015 (total),PM2.5 2015 (non-anthropogenic),PM2.5 2015 (anthropogenic),PM2.5 2016 (total),PM2.5 2016 (non-anthropogenic),PM2.5 2016 (anthropogenic),PM2.5 2017 (total),PM2.5 2017 (non-anthropogenic),PM2.5 2017 (anthropogenic),PM2.5 2018 (total),PM2.5 2018 (non-anthropogenic),PM2.5 2018 (anthropogenic),PM2.5 2019 (total),PM2.5 2019 (non-anthropogenic),PM2.5 2019 (anthropogenic),PM2.5 2020 (total),PM2.5 2020 (non-anthropogenic),PM2.5 2020 (anthropogenic),PM2.5 2021 (total),PM2.5 2021 (non-anthropogenic),PM2.5 2021 (anthropogenic),PM2.5 2022 (total),PM2.5 2022 (non-anthropogenic),PM2.5 2022 (anthropogenic),PM2.5 2023 (total),PM2.5 2023 (non-anthropogenic),PM2.5 2023 (anthropogenic)
454,,Lisburn and Castlereagh,,,,,,,9.0572,2.1531,6.9041,7.0083,1.1538,5.8546,7.4665,0.6047,6.8619,6.525,0.5164,6.0086,8.2552,0.6139,7.6413,6.2178,0.4221,5.7957,6.3488,0.6813,5.6676,6.688,0.497,6.191,5.8674,0.6833,5.1842,4.8172,0.584,4.2332
455,,Mid and East Antrim,,,,,,,8.0767,2.0824,5.9943,6.3482,1.097,5.2513,6.3124,0.5844,5.728,5.7884,0.5045,5.2839,6.9702,0.5785,6.3917,5.4237,0.4211,5.0027,5.2251,0.6216,4.6035,5.4348,0.4772,4.9577,5.2715,0.6294,4.642,4.3677,0.578,3.7897
456,,Mid Ulster,,,,,,,7.4802,2.0836,5.3966,5.6567,1.09,4.5667,5.5439,0.577,4.9669,5.2973,0.5006,4.7967,6.2593,0.5683,5.691,5.128,0.4778,4.6503,4.8121,0.6196,4.1925,4.9647,0.464,4.5008,4.5615,0.6131,3.9483,3.9289,0.5959,3.333
457,,Newry Mourne and Down,,,,,,,7.4584,2.1717,5.2867,5.7695,1.1669,4.6025,5.5886,0.591,4.9976,5.2225,0.5078,4.7147,6.4975,0.5964,5.9011,4.985,0.4497,4.5353,4.9512,0.6647,4.2866,5.036,0.4884,4.5476,4.2737,0.6672,3.6065,3.9912,0.5826,3.4086
458,,North Down and Ards,,,,,,,8.7369,2.1227,6.6143,6.9731,1.1321,5.8411,7.0721,0.5936,6.4784,6.2982,0.5072,5.791,7.7262,0.5932,7.133,,,,,,,,,,,,,,,
235,,South Bucks,,,,,,,,,,,,,11.0194,0.5496,10.4698,11.1209,0.561,10.5598,10.936,0.4817,10.4543,10.8431,0.58,10.263,8.3437,0.646,7.6978,,,,,,,,,
263,E07000221,Stratford-on-Avon,,,,,,,,,,,,,9.4411,0.5177,8.9234,8.6561,0.4839,8.1722,8.6291,0.4482,8.181,9.0489,0.5486,8.5003,6.565,0.5903,5.9747,6.6422,0.447,6.1952,7.034,0.4941,6.5399,6.085,0.5176,5.5673
283,E07000115,Tonbridge and Malling,,,,,,,,,,,,,11.419,0.5702,10.8488,10.7799,0.7271,10.0527,10.5968,0.5408,10.056,10.0251,0.5673,9.4579,8.321,0.6444,7.6766,6.937,0.3703,6.5667,7.3839,0.51,6.8739,6.9933,0.647,6.3463
230,,Folkestone & Hythe,,,,,,,,,,,,,,,,10.0493,0.7459,9.3034,9.6799,0.5473,9.1326,,,,,,,,,,,,,,,
126,E06000019,"Herefordshire, County of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,E07000112,Folkestone and Hythe,,,,,,,,,,,,,,,,,,,,,,9.102,0.5633,8.5387,7.3694,0.6418,6.7276,6.2082,0.3838,5.8244,5.996,0.4971,5.4989,6.2794,0.6565,5.6229
370,,City of Edinburgh,,,,,,,,,,,,,,,,,,,,,,6.4106,0.3326,6.0781,4.9258,0.5091,4.4167,4.4828,0.2793,4.2035,5.2846,0.4999,4.7847,4.5059,0.4339,4.072
389,,Na h-Eileanan Siar,,,,,,,,,,,,,,,,,,,,,,3.0024,0.371,2.6314,2.2236,0.4865,1.7371,2.1026,0.3974,1.7052,2.1145,0.4639,1.6507,2.1958,0.4511,1.7447
408,,Rhondda Cynon Taf,,,,,,,,,,,,,,,,,,,,,,7.6652,0.6052,7.06,6.3324,0.7208,5.6116,6.9705,0.59,6.3805,7.3465,0.6047,6.7418,5.5616,0.6166,4.9449
411,,Vale of Glamorgan,,,,,,,,,,,,,,,,,,,,,,7.5984,0.6267,6.9717,6.4911,0.7605,5.7306,7.05,0.6166,6.4335,6.8455,0.5636,6.2819,5.4391,0.6124,4.8267
449,,"Armagh City, Banbridge and Craigavon",,,,,,,,,,,,,,,,,,,,,,5.5626,0.4574,5.1052,5.5559,0.6685,4.8874,5.9134,0.4894,5.424,4.8751,0.6659,4.2091,4.2967,0.5851,3.7116
452,,Derry City and Strabane,,,,,,,,,,,,,,,,,,,,,,5.682,0.4909,5.1911,4.7763,0.5553,4.221,5.616,0.424,5.192,5.4835,0.5894,4.894,4.1344,0.5785,3.5559
458,,Ards and North Down,,,,,,,,,,,,,,,,,,,,,,5.9033,0.3966,5.5067,5.8089,0.6532,5.1556,6.2756,0.4865,5.7891,6.0493,0.6611,5.3883,4.7733,0.5735,4.1998
459,E06000058,"Bournemouth, Christchurch and Poole",,,,,,,,,,,,,,,,,,,,,,8.1636,0.5675,7.5961,7.6109,0.7689,6.8421,7.227,0.5038,6.7232,7.2325,0.5042,6.7283,6.0393,0.5782,5.4611
460,E06000059,Dorset,,,,,,,,,,,,,,,,,,,,,,7.3799,0.5907,6.7892,6.6922,0.7732,5.919,6.5012,0.5403,5.9609,5.8837,0.4836,5.4001,5.5595,0.5909,4.9686
461,E07000244,East Suffolk,,,,,,,,,,,,,,,,,,,,,,9.6553,0.535,9.1203,7.5546,0.5718,6.9829,6.8239,0.4206,6.4032,7.1834,0.4834,6.7,6.8472,0.6164,6.2308
462,E07000245,West Suffolk,,,,,,,,,,,,,,,,,,,,,,9.8498,0.5275,9.3223,7.5896,0.5624,7.0271,6.5786,0.4266,6.152,7.4764,0.4817,6.9947,7.0559,0.6188,6.4372
463,E07000246,Somerset West and Taunton,,,,,,,,,,,,,,,,,,,,,,7.572,0.6603,6.9117,6.5186,0.7808,5.7377,6.4565,0.6304,5.8261,5.1438,0.4748,4.669,,,
,E06000060,Buckinghamshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.621,0.4687,7.1524,8.614,0.5908,8.0232,7.043,0.5621,6.4809
,E06000061,North Northamptonshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9682,0.4289,7.5393,9.0583,0.5089,8.5494,7.5281,0.5645,6.9636
,E06000062,West Northamptonshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8207,0.4376,7.383,8.9771,0.5399,8.4372,7.3199,0.5537,6.7662
,E06000063,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.436,0.4424,3.9936
,E06000064,Westmorland and Furness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.707,0.4726,4.2344
,E06000065,North Yorkshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5555,0.4677,5.0878
,E06000066,Somerset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.513,0.6142,4.8988
